date,song_rank,song_name,song_duration,song_popularity,album_release_date,album_total_tracks,album_id,album_artist_list,album_url, playlist
2023-11-19,21,關掉 / 打開,0:03:24,66,2022-04-21,10,4lNhQsVRJOBvSgBpdb6sXN,理想混蛋,https://open.spotify.com/album/4lNhQsVRJOBvSgBpdb6sXN,[Mandarin] 最HIT华语榜
2023-11-19,22,眼淚記得你,0:04:04,66,2022-12-23,1,34b13gZHKmAMzg1uqviOxg,Shi Shi,https://open.spotify.com/album/34b13gZHKmAMzg1uqviOxg,[Mandarin] 最HIT华语榜
2023-11-19,23,Race of Faith (ft. YELLOW黃宣),0:03:50,45,2023-11-07,1,3iddxJeDMT2wCg08x8kRpZ,"SOPHY, YELLOW黃宣",https://open.spotify.com/album/3iddxJeDMT2wCg08x8kRpZ,[Mandarin] 最HIT华语榜
2023-11-19,24,都是浪漫害的,0:04:08,61,2023-10-17,11,6k3Aj8q27ETWzwpb9jG3Np,Mixer,https://open.spotify.com/album/6k3Aj8q27ETWzwpb9jG3Np,[Mandarin] 最HIT华语榜
2023-11-19,25,LINK,0:05:18,66,2022-04-08,15,1nf7xBTx71de6f2EQtusMz,A-Lin,https://open.spotify.com/album/1nf7xBTx71de6f2EQtusMz,[Mandarin] 最HIT华语榜
2023-11-19,26,你不會一輩子的愛上我,0:03:17,60,2023-11-03,1,0FjMxaIatcw3nOgc9osLif,Tyson Yoshi,https://open.spotify.com/album/0FjMxaIatcw3nOgc9osLif,[Mandarin] 最HIT华语榜
2023-11-19,27,On My Way《地獄里長》主題曲,0:03:27,59,2023-06-05,1,5w8HU5jeionyGnskPgHanY,"Sophie Chen, 高爾宣 OSN",https://open.spotify.com/album/5w8HU5jeionyGnskPgHanY,[Mandarin] 最HIT华语榜
2023-11-19,28,烏梅子醬,0:04:17,62,2022-11-21,1,14M5K4fg1N4pAXtFPb6ZtN,Ronghao Li,https://open.spotify.com/album/14M5K4fg1N4pAXtFPb6ZtN,[Mandarin] 最HIT华语榜
2023-11-19,29,帶你飛,0:04:47,64,2023-02-14,10,6wlO3VClebIlgMCfBcFbUy,告五人,https://open.spotify.com/album/6wlO3VClebIlgMCfBcFbUy,[Mandarin] 最HIT华语榜
2023-11-19,30,3am (Demo Ver.),0:02:36,49,2023-10-27,1,4RAme39y8E1VMWkuFYrnqM,Patrick Brasca,https://open.spotify.com/album/4RAme39y8E1VMWkuFYrnqM,[Mandarin] 最HIT华语榜
2023-11-19,31,Somebody Else,0:02:49,56,2022-07-29,1,2ea2BnHMjIMAEupSlrYoLq,高爾宣 OSN,https://open.spotify.com/album/2ea2BnHMjIMAEupSlrYoLq,[Mandarin] 最HIT华语榜
2023-11-19,32,能不能和我留在台北 ( 陪我幾天 ),0:04:03,61,2022-12-22,1,1dJKc7tL64EpUoqEj2f0JB,冰球樂團,https://open.spotify.com/album/1dJKc7tL64EpUoqEj2f0JB,[Mandarin] 最HIT华语榜
2023-11-19,33,9522,0:03:55,62,2022-10-14,16,3B7O6oexiw9IFi3OAsWerb,安溥,https://open.spotify.com/album/3B7O6oexiw9IFi3OAsWerb,[Mandarin] 最HIT华语榜
2023-11-19,34,真心話,0:04:03,56,2023-06-19,1,51ahX8bWPEVIbsOz3Q7EsD,李浩瑋 Howard Lee,https://open.spotify.com/album/51ahX8bWPEVIbsOz3Q7EsD,[Mandarin] 最HIT华语榜
2023-11-19,35,唯一,0:04:13,64,2023-09-24,1,4o9Q4RFqR6deYGWOgUQ3nC,G.E.M.,https://open.spotify.com/album/4o9Q4RFqR6deYGWOgUQ3nC,[Mandarin] 最HIT华语榜
2023-11-19,36,Drowning,0:02:36,55,2022-05-10,1,6tC3xfxVub5WUYcWlO7PG3,高爾宣 OSN,https://open.spotify.com/album/6tC3xfxVub5WUYcWlO7PG3,[Mandarin] 最HIT华语榜
2023-11-19,37,I'm Alive,0:02:52,61,2022-02-14,1,494KRb9whsEPJ0IjKS4Dji,"W.M.L, Vicky Chen",https://open.spotify.com/album/494KRb9whsEPJ0IjKS4Dji,[Mandarin] 最HIT华语榜
2023-11-19,38,小城夏天,0:02:53,65,2022-04-02,1,2gBtz9cBcRTBvsux9pv9KF,LBI利比,https://open.spotify.com/album/2gBtz9cBcRTBvsux9pv9KF,[Mandarin] 最HIT华语榜
2023-11-19,39,毒药,0:03:35,63,2023-07-25,2,6h13XN1vwTxWQTaxuWogGg,周星星,https://open.spotify.com/album/6h13XN1vwTxWQTaxuWogGg,[Mandarin] 最HIT华语榜
2023-11-19,40,仗着,0:03:38,62,2022-10-07,2,78i6GdaQxd3WAEcjDOVPY6,陈壹千,https://open.spotify.com/album/78i6GdaQxd3WAEcjDOVPY6,[Mandarin] 最HIT华语榜
2023-11-19,41,親愛的對象 (《關於我和鬼變成家人的那件事》電影主題曲),0:04:54,61,2022-12-09,1,6ohthacCclaqEnO1xfEUu6,Jolin Tsai,https://open.spotify.com/album/6ohthacCclaqEnO1xfEUu6,[Mandarin] 最HIT华语榜
2023-11-19,42,半熟理想,0:04:05,56,2023-10-27,12,1qE3IWG3xPJZdLkAXB1rAs,理想混蛋,https://open.spotify.com/album/1qE3IWG3xPJZdLkAXB1rAs,[Mandarin] 最HIT华语榜
2023-11-19,43,就让这大雨全都落下,0:04:14,64,2022-07-22,1,3EXDubkvw4VIoIUJIWcO3v,Joey Yung,https://open.spotify.com/album/3EXDubkvw4VIoIUJIWcO3v,[Mandarin] 最HIT华语榜
2023-11-19,44,沒有關係,0:02:40,61,2022-11-28,1,56TgG6JFlQHeQFMbXDg4Wt,Vicky Chen,https://open.spotify.com/album/56TgG6JFlQHeQFMbXDg4Wt,[Mandarin] 最HIT华语榜
2023-11-19,45,安泰,0:03:40,59,2022-03-30,12,3HA5af27JDxCKKncQpdNLY,Gummy B,https://open.spotify.com/album/3HA5af27JDxCKKncQpdNLY,[Mandarin] 最HIT华语榜
2023-11-19,46,就忘了吧,0:03:23,64,2022-03-22,2,1h6Ebo5MuyocGoGALk4Ld1,1K,https://open.spotify.com/album/1h6Ebo5MuyocGoGALk4Ld1,[Mandarin] 最HIT华语榜
2023-11-19,47,Uniconfication,0:02:45,63,2023-03-01,14,7xlWrNZ5NHxhQz9hHFqgbv,Capper,https://open.spotify.com/album/7xlWrNZ5NHxhQz9hHFqgbv,[Mandarin] 最HIT华语榜
2023-11-19,48,听说你,0:03:59,62,2022-07-12,2,4uxaFMLh7LkIAWWAWDwulj,于冬然,https://open.spotify.com/album/4uxaFMLh7LkIAWWAWDwulj,[Mandarin] 最HIT华语榜
2023-11-19,49,TALENT,0:03:19,61,2022-12-12,11,58AtmygL5FdxGhuEUSnWwF,The Crane,https://open.spotify.com/album/58AtmygL5FdxGhuEUSnWwF,[Mandarin] 最HIT华语榜
2023-11-19,50,BITE BACK,0:04:20,57,2023-10-12,10,3X1sMupgW7KQJQsk0QXAdM,Cyndi Wang,https://open.spotify.com/album/3X1sMupgW7KQJQsk0QXAdM,[Mandarin] 最HIT华语榜
